Datum;Region;Kundenpünktlichkeit KPP;KPP FV;KPP RV;KAP;KAP FV;KAP RV;ZPK;ZPK FV;ZPK RV;KCOR;cor;Schlüssel
2021-03-08;RSD;94.327530116;93.7439243385;94.8454024508;94.6659659969;93.9850227942;95.1920466285;92.6539064541;91.525664528;93.1038011696;98.6236550119;99.2576882291;2021-03-08 00:00:00-RSD
2021-03-09;ROT;95.6731124759;93.3788252527;96.4537430554;96.5423682285;94.0064464419;97.2954947392;93.7624273725;92.632183908;93.8791547958;97.4680947723;99.1413663599;2021-03-09 00:00:00-ROT
2021-03-09;RWT;93.7328246272;95.4270206528;91.5111918999;95.1170443456;96.4624903971;93.4206752159;90.2614156526;94.1782776971;89.0863570392;98.1134293287;98.6722232991;2021-03-09 00:00:00-RWT
2021-03-12;RME;94.6101386691;93.4087749443;95.8058563372;94.9976847877;93.9543856544;95.9553713309;93.081342552;92.5570801317;93.2027387685;97.9601528919;99.1604359397;2021-03-12 00:00:00-RME
2021-03-12;RWT;83.5381037758;82.6260371804;84.746062863;90.2371781071;90.1993560936;90.2841703515;85.438547486;89.7096236303;84.1299810247;97.1033666191;98.5140829452;2021-03-12 00:00:00-RWT
2021-01-31;NETZ;97.3786288028;96.0533198271;98.4171618559;98.1017423433;96.8183038579;98.9541850038;96.8511242896;96.326822332;96.95479298;99.238052788;99.6055642539;2021-01-31 00:00:00-NETZ
2021-01-31;RME;97.2074420341;96.6094482562;97.9792211261;97.5266740876;97.0223480805;98.0898740853;96.8419998839;96.3088192631;96.9753337203;99.3089065424;99.4937309655;2021-01-31 00:00:00-RME
2021-02-02;ROT;95.2972304479;94.5029586848;95.5690149662;95.9676502677;95.5312716199;96.097484711;94.1117609697;95.0827871188;94.0123552236;97.832008036;99.0922013765;2021-02-02 00:00:00-ROT
2021-02-02;RSD;91.902162968;90.5500704222;93.1141285363;91.7194552247;90.0823956309;92.9951978542;89.7634297521;88.8925657298;90.1103286385;98.5448406254;97.7023498695;2021-02-02 00:00:00-RSD
2021-02-06;RWT;95.43116454;95.6700108419;95.0278458846;96.1605241532;96.8418651956;95.1324648172;92.6066346332;95.7105740867;91.4499408084;99.1494256054;99.2397719316;2021-02-06 00:00:00-RWT
2021-05-27;ROT;95.0987566848;87.3562098386;97.7658114794;95.9405720852;89.1565332896;97.9505579273;93.8921244297;89.8105232892;94.3095868255;96.265303535;98.8137282825;2021-05-27 00:00:00-ROT
2021-08-26;RSD;95.9634093457;95.4764861684;96.438964605;96.5414619558;96.2407673999;96.7942357746;93.3752783964;94.0290858726;93.0653315824;98.7455448577;99.0327038231;2021-08-26 00:00:00-RSD
2021-08-28;RSD;89.3425933876;85.6721982696;93.8086293928;91.2532007096;87.932673303;94.2496316631;90.5569105691;90.4402882636;90.6118293471;89.4134236698;97.4394785847;2021-08-28 00:00:00-RSD
2021-08-29;RME;94.7522181403;92.9515548559;97.0109863028;95.2236291654;93.5499780363;97.0027653223;94.2964725807;91.1136495084;95.1019026711;98.079535567;99.0080344719;2021-08-29 00:00:00-RME
2021-08-30;ROT;89.3586816175;90.2593592476;89.0462099059;90.4869718924;91.4184017305;90.2024783419;90.1795803933;90.7189485846;90.1243530212;96.3003401183;98.7196933117;2021-08-30 00:00:00-ROT
2021-08-30;RWT;88.2507434461;86.2530560985;90.2454103284;89.4080308862;87.4143586894;91.3084460864;86.0181582002;88.836316182;85.2122547626;97.9376451819;98.580960436;2021-08-30 00:00:00-RWT
2021-08-31;RME;93.9862532162;92.9649374568;95.0094399018;94.6302494649;93.2882123581;95.8735635327;91.7016703387;89.5535362074;92.1791082164;97.4340900453;98.753730609;2021-08-31 00:00:00-RME
2021-01-15;RSD;87.4463133315;81.7698669415;92.0343846178;89.6920785147;86.3335221151;91.9884016848;87.6548387097;85.6187214612;88.4568345324;89.8661253026;93.9293598234;2021-01-15 00:00:00-RSD
2021-01-16;ROT;80.5177535054;65.0080599407;86.6767429111;83.3023237888;67.7756538107;88.4006566936;75.7308611759;62.4405840886;76.9619857583;89.2256995232;96.8582562104;2021-01-16 00:00:00-ROT
2021-11-16;RME;90.255338604;87.2361282876;93.2951398051;91.0994703763;88.7443381458;93.2455747133;89.9476848299;87.1265466817;90.575114141;97.07232089;98.4773861259;2021-11-16 00:00:00-RME
2021-11-16;ROT;94.7965161502;91.1676008549;96.0284152158;95.3720149257;92.3526621042;96.2589023265;93.3669577022;92.8657420646;93.4184032873;97.1720473432;98.9576528728;2021-11-16 00:00:00-ROT
2021-11-17;RSD;95.5083361162;94.7340300998;96.3068581981;95.9478784544;94.9416210707;96.8560824947;92.5648287745;93.5026075619;92.1021228691;98.2277576882;97.8523489933;2021-11-17 00:00:00-RSD
2021-11-17;RWT;81.4608802053;76.6552165053;87.2831806502;81.8718419315;76.7574414466;87.7700183233;83.38801985;80.1331931734;84.2958057395;96.9811970824;98.0843653251;2021-11-17 00:00:00-RWT
2021-10-05;NETZ;91.5194735652;87.132447652;94.2622136917;92.096002818;87.9148695442;94.4623381406;88.1808147362;87.4008216389;88.319027495;96.7736436042;98.7574745671;2021-10-05 00:00:00-NETZ
2021-10-05;RME;88.9883008144;86.3693114243;91.6194684047;89.5922946166;87.0538527403;91.9300533699;85.6948835275;84.6602023609;85.9297562843;96.3059603003;97.9836618257;2021-10-05 00:00:00-RME
2021-10-05;RSD;91.0592078444;89.9778696782;92.1760225219;91.8351698079;90.0075987513;93.5091068708;88.0104548394;88.2305699482;87.9006462036;93.8341675459;97.9865771812;2021-10-05 00:00:00-RSD
2021-10-06;RSD;90.4007133238;90.6670940655;90.1287576382;92.068055535;91.842851184;92.272299709;87.1132930514;87.7428940568;86.7974724563;94.1318816077;97.0136144049;2021-10-06 00:00:00-RSD
2021-10-07;RWT;85.4552297069;83.5800881061;87.8697155101;86.3564580915;84.8073127539;88.2526599108;84.9232733136;85.9562624254;84.6381935395;96.5352537876;98.5643745428;2021-10-07 00:00:00-RWT
2021-10-08;RSD;92.0890242757;90.3366984855;93.8770327778;93.0595717637;91.3937184775;94.5518987406;90.7855910267;88.9736842105;91.6859864385;93.3915762369;95.8818263205;2021-10-08 00:00:00-RSD
2021-10-08;RWT;89.0990564352;87.7189122651;90.5984768866;90.0674807529;88.7299050645;91.4276029808;86.802446417;85.851975372;87.0565921251;98.3386894807;98.6093794955;2021-10-08 00:00:00-RWT
2021-10-25;RWT;85.1682548131;82.0193013148;88.6057003151;86.2923352821;82.8992789132;89.7698213536;85.0734072022;83.1339522546;85.5854341737;97.5825989109;98.4572365249;2021-10-25 00:00:00-RWT
2021-10-26;NETZ;89.2002092555;85.6260385022;91.4415333871;89.9549409676;86.4106017813;91.9601683983;89.5118510971;87.6935722202;89.8324994788;96.9849366019;98.8910352094;2021-10-26 00:00:00-NETZ
2021-10-26;RSD;83.7816548454;78.707399772;88.9537433761;85.5433612597;80.5659436048;89.9927437214;86.0842894969;86.6881321645;85.7905870777;93.1430655321;96.838824577;2021-10-26 00:00:00-RSD
2021-10-27;ROT;87.7671922722;85.0621850763;88.6986265678;88.2642372518;85.7468875311;89.0198163027;90.3021963305;89.6592718999;90.3690381147;95.4243565966;98.7896867675;2021-10-27 00:00:00-ROT
2021-10-28;ROT;93.7799635156;90.7171500801;94.8330735712;94.2386690279;91.2065323362;95.1485123475;93.3230339332;92.5153321976;93.4070110701;97.3828712192;98.9638260475;2021-10-28 00:00:00-ROT
2021-10-29;RME;91.1432313303;88.5944427172;93.7143226105;91.4430332972;88.8279150937;93.8547338982;90.1679515139;89.0013850416;90.4294095735;97.2240038342;98.3428397853;2021-10-29 00:00:00-RME
2021-10-31;RME;92.9759533126;92.6357525816;93.345266001;93.4375494671;93.4087684745;93.4639087183;91.5928186517;92.8655006031;91.3090114324;98.5917024704;99.2650042837;2021-10-31 00:00:00-RME
2021-10-31;ROT;97.0614339392;94.7519731812;98.0914688438;97.9010489932;95.5832282518;98.7567609876;96.8791141812;95.7143273151;97.0080593166;98.2897719127;99.2466064818;2021-10-31 00:00:00-ROT
2021-11-07;NETZ;95.8293526178;92.5812487886;98.207492791;96.2771114847;92.87834976;98.3625404292;95.123707366;92.6340144231;95.6082440315;98.3491242356;99.2144302794;2021-11-07 00:00:00-NETZ
2021-11-07;RSD;93.6718072877;93.7934939585;93.5250835784;94.6323245073;93.5425079031;95.6401538205;93.5481599273;93.7567567568;93.4425051335;96.5177976816;98.2325581395;2021-11-07 00:00:00-RSD
2021-11-08;ROT;92.1223027456;91.9322031311;92.1872439212;93.0352111166;93.0565685721;93.0288604313;92.804748462;93.7174913694;92.711633845;97.0986424081;98.9600264668;2021-11-08 00:00:00-ROT
2021-11-08;RWT;85.0390970797;84.1212641232;86.2683547569;86.6179674229;86.0994887541;87.2758954237;83.5916305153;87.1201641266;82.5634692902;95.978343126;97.9797979798;2021-11-08 00:00:00-RWT
2021-11-09;NETZ;87.7315021811;81.7460207694;91.39872297;88.833858127;83.0524817907;91.9859799019;87.8272583549;84.5949900976;88.3962053427;96.0450848358;98.2930235847;2021-11-09 00:00:00-NETZ
2021-11-10;NETZ;89.0646163818;83.1297691139;92.623807802;91.209812683;86.5416593758;93.6547533145;90.223784969;88.1276571772;90.5841102187;95.9858129034;98.5675446807;2021-11-10 00:00:00-NETZ
2021-11-10;ROT;93.7092916967;87.8989191683;95.6720453269;94.3421170241;88.9414956046;95.9225984193;94.1512554803;92.4065743945;94.3283431381;96.5354374165;98.959876895;2021-11-10 00:00:00-ROT
2021-11-10;RSD;89.7724251536;88.8769243159;90.6678860513;93.0528315035;90.8603765225;95.0384153899;89.9916612519;89.7804957599;90.0966277562;89.5823619128;96.7538322813;2021-11-10 00:00:00-RSD
2021-11-12;ROT;94.2934995812;90.771957731;95.4957392512;95.0653876976;91.4770158977;96.1359195684;93.2260127932;92.2861403011;93.3233477455;97.3421596589;99.1643931495;2021-11-12 00:00:00-ROT
2021-11-12;RSD;93.0875927601;92.7291257576;93.458427488;93.4886568691;93.4179367023;93.5523784345;89.9751666308;91.3340894362;89.3005148005;98.3219572878;98.6351228389;2021-11-12 00:00:00-RSD
2021-11-13;RME;93.3194969686;90.8940705391;96.504233166;94.1508824766;92.0203485134;96.514433296;92.9669082383;91.9325811778;93.2153053132;97.7572724221;98.9463064679;2021-11-13 00:00:00-RME
2021-11-13;RSD;89.1310403607;87.054876334;91.6989463036;90.1287700457;87.6151659283;92.4725032745;88.39604811;86.2239101717;89.4427116486;95.8151914098;97.0356646596;2021-11-13 00:00:00-RSD
2021-09-23;NETZ;90.0998028125;86.3128978444;92.4613217022;90.6827574552;87.0696781948;92.7233719812;89.6212114612;87.6490575576;89.9714271058;96.0671440327;98.5260252706;2021-09-23 00:00:00-NETZ
2021-09-24;NETZ;88.641959487;83.668926642;91.7139804116;89.8065364654;84.9890945586;92.4959880242;87.4868504126;84.5944212195;88.0013847574;96.0470575366;98.424437299;2021-09-24 00:00:00-NETZ
2021-09-14;ROT;93.5520167476;85.9366566767;96.1570665989;94.2703227128;87.2438549954;96.3502177889;93.744889335;90.5933485584;94.0661980849;96.8429051949;98.9876616831;2021-09-14 00:00:00-ROT
2021-09-15;NETZ;87.719534837;82.200184297;91.1625783513;88.661893874;83.1919687426;91.7513666295;86.911061155;84.5570535649;87.3269578951;94.9554744468;98.3342275142;2021-09-15 00:00:00-NETZ
2021-09-16;ROT;90.590081859;83.7595059165;92.9301973391;91.3425531146;84.6327282144;93.3438093392;90.5635603282;87.6380096949;90.8618654416;95.5196440898;98.4248291088;2021-09-16 00:00:00-ROT
2021-09-16;RSD;90.105522063;88.4068473207;91.8126058598;91.4563008985;88.584156887;94.0117330026;87.723812622;85.3738501971;88.8816769181;97.4849611522;97.0878136201;2021-09-16 00:00:00-RSD
2021-09-18;NETZ;92.9253900252;87.9928960477;96.8188325747;94.0009300178;89.180148877;97.2177386522;93.3165697507;90.1791432122;93.9031380696;96.9695660339;98.8695965009;2021-09-18 00:00:00-NETZ
2021-09-18;RSD;94.709513882;95.4494361246;93.8006201915;95.1269318262;95.7670755058;94.5309929196;91.0953806672;91.8379174853;90.7353127977;98.0457728379;97.3491773309;2021-09-18 00:00:00-RSD
2021-09-19;RWT;91.057302221;90.3762000701;92.1453188837;92.2646310737;91.6490318171;93.1626124936;89.2934540833;90.4163135593;88.9389162973;99.2762862646;99.2579659537;2021-09-19 00:00:00-RWT
2021-09-20;RWT;89.9155757929;89.5899113223;90.3368473808;91.1489473085;91.2001105189;91.086002085;87.4978354978;88.7759392884;87.1426249914;97.359731455;98.3143012507;2021-09-20 00:00:00-RWT
2021-08-04;ROT;94.3155198486;89.5126044883;95.9347097045;94.9696652175;90.7247235423;96.205476632;94.0454545455;91.8469387755;94.2597869975;97.1763959263;99.0574281253;2021-08-04 00:00:00-ROT
2021-08-05;RME;91.3050683131;87.7632480347;94.8279885364;91.9837650107;88.684386172;94.9852711081;90.849018802;87.6612810981;91.5470912393;95.8506539121;98.0502571447;2021-08-05 00:00:00-RME
2021-08-06;ROT;96.0146915193;90.3412204677;97.9027765432;96.8764095987;91.5061219168;98.4283014568;95.4245142202;92.5406212664;95.7070882964;96.8521016783;98.8817616907;2021-08-06 00:00:00-ROT
2021-08-06;RSD;77.3176523876;75.5538777628;79.0501407359;79.3955637132;77.9479766477;80.6277761324;78.4296154711;76.8361227336;79.1880185861;90.348575073;95.1506591337;2021-08-06 00:00:00-RSD
2021-08-07;RME;92.8420655141;90.291306884;96.0983940746;93.3149966846;90.523621476;96.3169032878;92.7476763259;90.0695039804;93.3298722045;97.3154708112;98.9939552775;2021-08-07 00:00:00-RME
2021-08-07;RSD;88.8156853031;87.3935991908;90.5083368863;91.878384878;88.6900899324;94.8183107721;90.2823741007;87.0694444444;91.8204787234;89.6171168781;96.8336483932;2021-08-07 00:00:00-RSD
2021-08-09;NETZ;91.9935139731;89.3245712181;93.660027801;92.4321362143;89.8176415382;93.9148071242;91.9840778615;90.4600767471;92.2571298243;96.5120838726;98.7214571693;2021-08-09 00:00:00-NETZ
2021-08-09;RSD;93.2177724339;92.3935349177;94.012149573;95.2774168872;94.3260115867;96.0833416006;92.4801028393;94.2477539737;91.6348314607;93.4484698905;98.0392156863;2021-08-09 00:00:00-RSD
2021-08-10;RME;92.1685802739;87.9856756393;96.3665413498;93.0538811009;89.272974039;96.5025141427;89.8726227903;85.3407079646;90.8710691824;97.3162094534;98.6770326332;2021-08-10 00:00:00-RME
2021-05-15;NETZ;96.662751114;94.9828976515;97.917968989;96.9912248743;95.2358394534;98.1060385966;95.2360203639;95.2114287831;95.2406478229;98.9568682051;99.5622006446;2021-05-15 00:00:00-NETZ
2021-05-15;RSD;96.5905189;96.1572945805;97.1433355838;97.1973656329;97.0681195682;97.3216848069;96.0062471078;97.1405274115;95.4389101007;97.3784212573;99.1977347806;2021-05-15 00:00:00-RSD
2021-05-15;RWT;92.7590559069;91.5906634204;94.5767393838;93.0592210286;91.4408183602;95.3536854133;91.684767533;92.4783950617;91.4417093344;99.0807123901;99.0519812527;2021-05-15 00:00:00-RWT
2021-05-16;ROT;97.7984035416;94.2421998178;99.4138401881;98.1799043794;94.7296459317;99.4648994237;97.6346054962;96.6026965003;97.7487309645;98.72051839;99.6339572577;2021-05-16 00:00:00-ROT
2021-05-17;NETZ;91.8453682908;86.7080276962;95.0567589738;92.5200462753;87.6098973288;95.2933278925;91.8209778132;89.3874751783;92.2522254226;96.4897036267;98.6832678025;2021-05-17 00:00:00-NETZ
2021-05-18;RME;92.1538532083;90.1896320261;94.1118440467;92.4911117771;90.4759288814;94.3347212736;91.5735150675;90.0099150142;91.9195874349;97.3343639679;98.9050043224;2021-05-18 00:00:00-RME
2021-05-20;NETZ;93.9345471433;89.9750453279;96.4060441967;94.4476769596;90.6656770151;96.5842868531;92.7343216075;90.0610366662;93.2068124146;97.1181453454;98.9653131907;2021-05-20 00:00:00-NETZ
2021-09-07;RSD;93.2253237364;91.6470796124;94.8487302515;93.7109424676;92.1310150211;95.1268061322;89.2508125677;88.4908256881;89.6262544513;96.7730643133;98.679417122;2021-09-07 00:00:00-RSD
2021-09-08;RSD;92.6413218017;91.711185376;93.5850545025;93.37962622;91.6360537883;94.949215053;90.0267721656;90.0104712042;90.0348460292;97.37366831;98.604860486;2021-09-08 00:00:00-RSD
2021-09-10;RSD;94.3123000523;94.816437319;93.7986328951;95.0132416416;95.4543303;94.6195859865;91.8476005188;92.8289731851;91.3630933161;98.1158143123;99.0536277603;2021-09-10 00:00:00-RSD
2021-09-10;RWT;90.5984084093;90.3092115982;90.9691230461;91.1331463079;90.9097633688;91.4075566326;85.7760877729;89.0478852698;84.8493975904;97.9860795445;98.8324052452;2021-09-10 00:00:00-RWT
2021-09-11;RSD;93.2907783438;91.9969381738;94.8925673102;94.3604250208;93.1470392491;95.4944588371;91.875240951;92.6079323797;91.5153305653;99.137102754;98.2167352538;2021-09-11 00:00:00-RSD
2021-09-11;RWT;95.2612218601;93.5644849015;97.9671649711;96.1453620274;94.6738891042;98.2873835416;94.9451590064;95.200839481;94.8679520664;99.4439630546;99.4303987209;2021-09-11 00:00:00-RWT
2021-09-12;RWT;93.5940354282;92.4242122312;95.4554425215;94.2070301596;93.0015688271;95.9592003164;93.2170446604;93.3780942241;93.1665554072;99.2730719955;99.2974238876;2021-09-12 00:00:00-RWT
2021-11-21;NETZ;93.445765464;88.8061666691;97.2199218161;94.5361709703;90.0066794878;97.6101986712;93.9293710738;91.1679043517;94.4733746855;97.8039511459;98.9777910201;2021-11-21 00:00:00-NETZ
2021-11-21;RSD;93.8005991844;93.9858604109;93.5762642062;94.8604906243;93.5772339529;96.058972176;92.0934314836;91.8643670462;92.2104722793;97.4021089206;97.605893186;2021-11-21 00:00:00-RSD
2021-11-21;RWT;89.5685237635;86.8221786947;93.9018451856;90.5025338342;87.5376040317;94.693087782;89.5792636154;88.0763631878;90.1047795704;97.8279947844;98.1736861722;2021-11-21 00:00:00-RWT
2021-11-22;ROT;86.6821731721;84.1774481843;87.5451003726;87.4881827759;85.2776181352;88.1505935054;90.6057565006;91.2761279269;90.5372402522;95.2618258126;98.789494696;2021-11-22 00:00:00-ROT
2021-11-23;RSD;94.4618256661;93.5983333717;95.3474932236;94.8005727899;93.3106587894;96.1423864602;91.41461837;91.8579359895;91.1961699388;97.7783754239;98.2573726542;2021-11-23 00:00:00-RSD
2021-11-25;ROT;90.5229523295;86.2562236373;91.9840900363;91.3962303387;87.4553171696;92.5663183556;92.3223844282;90.9522584334;92.4620563035;96.5097389407;98.9048489348;2021-11-25 00:00:00-ROT
2021-11-25;RWT;83.092153774;80.6768125576;86.3240359222;86.0187578731;84.6855931363;87.6738659462;81.4544787875;82.5450669915;81.1414988814;95.938047199;98.0203365428;2021-11-25 00:00:00-RWT
2021-11-26;RWT;80.3252407498;77.1762057452;84.4631776771;80.873059679;77.3683651045;85.2851522863;79.2665991687;79.7924791086;79.1099045511;96.6836703607;97.6121191373;2021-11-26 00:00:00-RWT
2021-11-27;NETZ;95.5752116491;93.0462445857;97.599774929;96.3078425123;93.919810634;97.9167844502;93.9195608232;93.1068155785;94.0748522653;98.4266232952;99.1379310345;2021-11-27 00:00:00-NETZ
2021-06-07;RME;90.6832060476;88.804175407;92.5589987689;91.095413955;89.4106607572;92.6327907474;87.6849488504;86.4017632242;87.9684350461;96.4892015959;98.4996655305;2021-06-07 00:00:00-RME
2021-06-10;RME;94.2542525789;92.6148890629;95.8877025745;94.8561190005;93.7549818628;95.8555256902;92.9333484871;92.1144341477;93.1129588569;97.3218019187;98.7157479814;2021-06-10 00:00:00-RME
2021-06-10;ROT;96.3666632069;93.5279818882;97.3361166882;96.762260068;94.2951185523;97.4943057301;95.6871981643;94.409922791;95.8186392796;97.5687949316;99.2908205406;2021-06-10 00:00:00-ROT
2021-06-10;RSD;92.6300172452;90.3714880565;94.9417513613;93.4841366757;90.9917396949;95.7121163388;92.1657584015;91.1489738146;92.6461049816;91.3900479073;98.1165919283;2021-06-10 00:00:00-RSD
2021-06-11;RSD;93.5605641166;92.3364064293;94.8325035642;93.8633965795;93.1798894722;94.4782462244;91.3014375562;92.6754874652;90.6472148541;95.2380401881;97.8561857972;2021-06-11 00:00:00-RSD
2021-06-12;RME;94.7448096534;94.924733731;94.5145183213;95.8940128982;95.0320181862;96.855079908;94.4857036959;94.6686909582;94.441044727;98.8877061273;99.3452462147;2021-06-12 00:00:00-RME
2021-06-13;RSD;91.0571393461;89.2727647132;93.2414982687;93.132365297;89.4580147223;96.674678536;92.0588094095;90.6578947368;92.7871214885;98.241466008;98.316970547;2021-06-13 00:00:00-RSD
2021-01-19;NETZ;91.4952312451;90.6935573282;91.9875298035;93.0762987395;92.1908977566;93.5705359101;90.378435914;91.0839679975;90.2562801353;97.37892863;99.0473231853;2021-01-19 00:00:00-NETZ
2021-01-19;RME;92.0049796811;91.9868439208;92.0225640371;93.4421999617;93.6357710253;93.2702653581;92.4848124806;93.9331098805;92.1728197401;97.7949699129;99.0517725576;2021-01-19 00:00:00-RME
2021-01-21;NETZ;91.7862151306;90.1057721158;92.8634737913;92.7560863903;91.720403804;93.3542934281;90.615322384;90.9568081991;90.5544048894;96.889573337;98.7613798229;2021-01-21 00:00:00-NETZ
2021-01-21;RME;95.0033657347;93.5379574257;96.4559223704;95.6195529239;94.2501149235;96.8628474422;93.5920938315;92.270745429;93.8854609043;98.172165855;99.0760211559;2021-01-21 00:00:00-RME
2021-01-21;RSD;82.8487910061;82.0298306363;83.5769050411;83.7316905072;83.6709903301;83.7781601381;83.1458333333;85.6594867094;82.1482357221;95.7226851807;97.2281449893;2021-01-21 00:00:00-RSD
2021-01-22;NETZ;93.3616419569;90.3356854602;95.288120105;93.7412941954;90.6762048163;95.5162019763;91.3964851294;90.2569037058;91.6043360257;97.5544392419;98.9234774833;2021-01-22 00:00:00-NETZ
2021-01-22;ROT;95.9246138041;94.2551328131;96.510274743;96.2531912474;94.6694910267;96.7392084684;94.4877359497;93.5315315315;94.5877606314;97.490976207;99.0517089758;2021-01-22 00:00:00-ROT
2021-01-22;RSD;92.3172294273;91.5613508695;92.9410228884;93.5516487806;92.4869036189;94.3122758612;88.9695584008;87.2049180328;89.6795529498;98.7892765651;98.8396624473;2021-01-22 00:00:00-RSD
2021-01-23;RME;96.8702968231;96.387814239;97.4903932218;97.1375194331;96.7271377475;97.589880478;95.3964781217;96.4688542825;95.1418383518;99.1807193031;99.535155981;2021-01-23 00:00:00-RME
2021-01-24;RSD;94.519216878;92.9505662281;96.184394825;95.9805724968;94.3845136738;97.3034066604;94.7148997135;94.3176583493;94.8839869281;99.6934620658;99.7723392146;2021-01-24 00:00:00-RSD
2021-02-16;ROT;93.6428854253;88.6738461774;95.3249565284;94.5178788776;89.1480205046;96.1055481772;93.7556806116;90.8669064748;94.0492294646;96.7444114844;99.0713961665;2021-02-16 00:00:00-ROT
2021-02-17;ROT;97.0299095557;95.7148398832;97.4776634722;97.5493305722;96.1100589311;97.977578471;96.0330645375;95.7699316629;96.0600959429;98.0083972257;99.3593741142;2021-02-17 00:00:00-ROT
2021-02-18;NETZ;94.7260532611;92.4971380944;96.114164757;95.7550942133;93.8423028643;96.8308284208;92.9668611318;92.946119897;92.9705604534;97.4334272614;99.0932665031;2021-02-18 00:00:00-NETZ
2021-04-18;RSD;96.2994344027;94.4079407242;98.7413954307;97.1264704434;95.5978876367;98.6106600907;97.5850534693;97.4000724113;97.6818181818;93.8185430606;99.2819530876;2021-04-18 00:00:00-RSD
2021-04-19;RSD;92.4018210366;91.2622703263;93.5757780446;92.7190159844;91.04179004;94.2171547184;92.7120363891;91.7371206775;93.1933797909;94.7327481712;98.5088536813;2021-04-19 00:00:00-RSD
2021-04-20;RSD;92.5178754163;90.4624300793;94.6806352771;93.6274008329;91.4991150773;95.571152135;91.8432801295;90.5877192982;92.4606625259;90.6166616817;96.7235809875;2021-04-20 00:00:00-RSD
2021-04-21;NETZ;93.1070965924;90.5299132969;94.7158198168;93.9184553371;91.1334170033;95.496401717;91.5333070778;90.9705005959;91.6334464385;97.1783958742;98.9390639544;2021-04-21 00:00:00-NETZ
2021-04-21;RSD;96.1810916137;95.5635891715;96.8269162623;96.3277656637;95.3510937258;97.2194236126;94.3967756901;93.8117977528;94.6853134742;94.7880980202;99.0706319703;2021-04-21 00:00:00-RSD
2021-04-22;RME;93.7056341505;91.2170665623;96.2352690787;94.2225088443;91.5781835863;96.6866659151;91.6634436098;88.1107986502;92.4937561617;97.4587911306;98.6104992036;2021-04-22 00:00:00-RME
2021-04-24;NETZ;96.2624052867;94.7687031308;97.456770544;97.283929239;96.2170624422;98.001761219;95.560001672;95.0542294495;95.656416637;98.6776008789;99.3901421038;2021-04-24 00:00:00-NETZ
2021-01-08;RSD;94.7647892455;91.0544543037;97.8177472016;95.2074042317;91.4605666548;97.8566677184;94.6979565773;93.9692239072;94.9903364352;99.4508992282;99.2666317444;2021-01-08 00:00:00-RSD
2021-01-09;RME;94.9653461261;94.8300757317;95.1378257943;97.3321265336;96.4991024649;98.2583337695;95.3044608055;94.7633045417;95.4349593496;99.0214091178;99.4099051633;2021-01-09 00:00:00-RME
2021-01-09;RWT;95.0927208068;94.1528686237;96.7099456986;96.7930393151;96.4868295527;97.2630757817;94.8049043136;95.56728802;94.5219372258;98.4832005779;99.2014024153;2021-01-09 00:00:00-RWT
2021-01-10;RWT;97.6919230587;98.0346182368;97.1058460884;98.3155655211;98.7120742269;97.7015919826;95.7112077172;97.1443418014;95.1681543712;99.7745744388;99.5629192925;2021-01-10 00:00:00-RWT
2021-01-13;NETZ;91.6719369222;89.9162499726;92.7713545237;92.1210359207;90.0890814416;93.2830241995;89.7366929169;89.7614902761;89.7322679595;97.439809743;98.8731690074;2021-01-13 00:00:00-NETZ
2021-01-13;RME;92.1655319381;91.2351425856;93.0903208179;92.9904896292;91.86919137;94.020760141;90.4328817734;91.2088251827;90.2595731325;97.6399325106;98.7216586638;2021-01-13 00:00:00-RME
2021-01-13;RWT;82.7971044348;82.8810088003;82.6841843684;83.2006997581;82.9041064199;83.5865805321;81.2984006963;83.6757741348;80.5521049246;96.2526629761;97.9896815513;2021-01-13 00:00:00-RWT
2021-05-08;RSD;95.0933783776;93.0553172872;97.7084569579;96.456187527;94.7785105051;98.0715419081;95.0519329297;95.4326788219;94.8626220363;93.5447446057;98.584237848;2021-05-08 00:00:00-RSD
2021-05-10;RME;95.3968902886;94.3517274442;96.4430906864;95.5139686762;94.4766356829;96.4660780213;93.6695572332;93.1020293123;93.7949676134;98.1304060518;99.1711455028;2021-05-10 00:00:00-RME
2021-05-10;RWT;84.9450093037;83.8770610574;86.3328050392;85.9182608607;84.9845295656;87.0712817452;82.538139737;87.1804380289;81.2417292188;96.9328593494;98.3016241299;2021-05-10 00:00:00-RWT
2021-05-11;NETZ;87.5394912998;84.1058351753;89.6824903816;88.6383862535;85.7301344816;90.2716189519;87.5517184219;87.1987632509;87.6140613216;95.8918741479;98.4406535741;2021-05-11 00:00:00-NETZ
2021-05-11;ROT;88.5010340676;84.4042043629;89.9009263461;89.4368557776;85.9108672582;90.484399089;91.2878892642;89.4687411196;91.4757070766;95.5537275129;98.6406906606;2021-05-11 00:00:00-ROT
2021-02-23;ROT;90.2944150396;86.8367960653;91.3815956521;94.5285696949;93.5789752927;94.776831314;93.8668063252;92.991864831;93.9495399272;97.7155809193;99.143575263;2021-02-23 00:00:00-ROT
2021-02-23;RSD;90.3538589386;85.9789032736;94.1919637995;92.0039107502;87.6033225073;95.3732022133;90.7158681092;87.6981981982;91.9242424242;96.1959504145;98.2969664715;2021-02-23 00:00:00-RSD
2021-02-23;RWT;92.6313643034;92.1306210469;93.302181543;94.0191021958;93.5082369919;94.671550583;91.2171386479;93.1861652739;90.6120622013;97.9703503884;98.8476076334;2021-02-23 00:00:00-RWT
